"military_annual_salary","yos_zscore","rank_level","rank_category_binary","branch_army","branch_navy","skill_ordinal","military_salary_zscore","salary_multiple_zscore","civilian_salary_multiple"
24168,-1.39510848608748,1,0,1,0,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,2,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,2,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,2,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,5,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,5,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,5,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,5,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,5,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,4,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,2,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,4,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,4,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,4,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,3,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,3,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,3,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,3,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,6,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,1,0,1,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,1,1,-1.95534047148318,3.97314239314669,2.75364117841774
24168,-1.39510848608748,1,0,0,0,1,-1.95534047148318,3.97314239314669,2.75364117841774
27132,-1.39510848608748,1,0,1,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,2,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,2,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,5,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,5,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,5,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,5,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,4,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,4,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,3,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,3,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,3,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,3,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,6,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,1,0,1,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,1,1,-1.81574903636761,3.23557649775334,2.45282323455698
27132,-1.39510848608748,1,0,0,0,1,-1.81574903636761,3.23557649775334,2.45282323455698
29856,-1.39510848608748,1,0,1,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,2,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,2,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,2,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,5,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,5,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,4,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,2,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,4,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,4,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,3,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,3,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,3,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,3,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,6,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,1,0,1,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,1,1,-1.68746055146383,2.68687161972482,2.22903269024652
29856,-1.39510848608748,1,0,0,0,1,-1.68746055146383,2.68687161972482,2.22903269024652
33888,-1.39510848608748,2,0,1,0,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,2,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,2,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,2,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,5,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,5,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,5,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,5,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,4,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,4,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,4,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,3,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,1,0,3,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,3,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,3,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,3,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,6,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,1,1,-1.49757098790581,2.03661001526032,1.96382200188857
33888,-1.39510848608748,2,0,0,0,1,-1.49757098790581,2.03661001526032,1.96382200188857
35736,-0.987501488646261,2,0,1,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,2,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,2,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,2,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,2,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,2,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,5,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,5,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,5,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,5,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,4,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,4,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,4,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,4,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,3,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,3,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,3,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,1,0,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,1,6,-1.41053827127505,1.78761237155391,1.86226774121334
35736,-0.987501488646261,2,0,0,0,1,-1.41053827127505,1.78761237155391,1.86226774121334
36720,-0.579894491205039,2,0,1,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,0,6,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,1,0,2,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,2,-1.36419617540673,1.66525457858683,1.81236383442266
36720,-0.579894491205039,2,0,0,1,2,-1.36419617540673,1.66525457858683,1.81236383442266
